"","id","book","book_num","chapter","chapter_num","character","full_text","character_lines","writer","director","imdb_rating"
"351",351,"Water",1,"The Avatar Returns",2,"Zuko","[Shocked.] What is that?","What is that?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"352",352,"Water",1,"The Avatar Returns",2,"Scene Description","The scene cuts to a shot of Appa, Katara and Sokka mounted on his saddle.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"353",353,"Water",1,"The Avatar Returns",2,"Aang","[Ecstatic.] Appa!","Appa!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"354",354,"Water",1,"The Avatar Returns",2,"Scene Description","He turns around to face Zuko and manages to deflect a firebending attack by spinning his glider around like a baton. However, he propels himself by accident into the air and lands on the ledge of the deck. He leans precariously over the side, unsteadily balancing himself, but manages to regain his balance only for Zuko to fire another blast at him. He twirls his glider again to deflect the attack. Two more blasts are fired his way before he loses his grip on his glider and the object spins away. The staff falls several feet away. Aang ducks, spins and leaps out of the way of blasts and lands on the very ledge, struggling to keep his balance. Zuko hurls more fire blasts his way. Aang holds up his hands in defense, but the last blast seemingly knocks him out cold and he falls backward off the ship into the water, where he slowly sinks. Cuts to shot of Katara riding atop Appa.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"355",355,"Water",1,"The Avatar Returns",2,"Katara","[Horrified.] Aang! No!","Aang! No!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"356",356,"Water",1,"The Avatar Returns",2,"Scene Description","Cuts to shot of Aang, as he sinks further underwater.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"357",357,"Water",1,"The Avatar Returns",2,"Katara","[Voice-over.] Aang! Aang! Aang!","Aang! Aang! Aang!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"358",358,"Water",1,"The Avatar Returns",2,"Scene Description","Cuts to close-up of Aang, his eyes closed, seemingly unconscious. Suddenly his eyes open, glowing a bright white, along with his arrow tattoos, and he frowns angrily. He steadies himself in the water and begins swiveling around, a waterspout forming around him. He rockets upward and erupts from the surface, riding a humongous spinning water vortex.
Cut to a shot of Zuko's ship being overshadowed by the waterspout. Switch to a bird's-eye view of the deck, Aang appearing on screen atop the vortex. Zuko looks up in horror. Cut to a shot of the upper deck as Aang lands, summoning the water behind him. Camera closes up on him, his eyes and tattoos still glowing, as he brings his hands around behind his head. The water swirls around him, forming a protective circle, before spreading outward, knocking Zuko and several soldiers off their feet. Cut to a shot of the side of the ship as Zuko falls over the edge and shouts in surprise. Switch to Sokka and Katara leaning over the side of Appa's saddle watching in shock.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"359",359,"Water",1,"The Avatar Returns",2,"Katara","[Shocked.] Did you see what he just did?!","Did you see what he just did?!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"360",360,"Water",1,"The Avatar Returns",2,"Sokka","[Impressed.] Now that was some waterbending!","Now that was some waterbending!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"361",361,"Water",1,"The Avatar Returns",2,"Scene Description","Cut back to Aang on the deck, as he collapses onto the ground from exhaustion, his eyes and tattoos ceasing to glow. Appa growls and lands on the deck. Katara and Sokka slide down and quickly run toward the unconscious Avatar.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"362",362,"Water",1,"The Avatar Returns",2,"Katara","[Worried.] Aang! Are you okay?","Aang! Are you okay?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"363",363,"Water",1,"The Avatar Returns",2,"Scene Description","She kneels down, holding Aang with Sokka following close behind.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"364",364,"Water",1,"The Avatar Returns",2,"Aang","[Weakly.] Hey, Katara. Hey, Sokka. Thanks for coming.","Hey, Katara. Hey, Sokka. Thanks for coming.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"365",365,"Water",1,"The Avatar Returns",2,"Sokka","Well, I couldn't let you have all the glory.","Well, I couldn't let you have all the glory.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"366",366,"Water",1,"The Avatar Returns",2,"Aang","[Weakly.] I dropped my staff.","I dropped my staff.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"367",367,"Water",1,"The Avatar Returns",2,"Sokka","[Rising.] Got it!","Got it!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"368",368,"Water",1,"The Avatar Returns",2,"Scene Description","Sokka runs over, grabs a hold of the glider and lifts it only to see Zuko's hand firmly gripping the other end. Sokka appears horrified as Zuko attempts to pull himself upward onto the deck. The two struggle for a bit before Sokka pokes Zuko repeatedly in the head with the end of the staff the way Zuko did earlier with him. Zuko grunts and falls backward as he lets go of the staff. He falls off the side of the ship, but manages to grasp the anchor chain.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"369",369,"Water",1,"The Avatar Returns",2,"Sokka","[Triumphantly.] Ha! That's from the Water Tribe!","Ha! That's from the Water Tribe!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"370",370,"Water",1,"The Avatar Returns",2,"Scene Description","The scene switches over to Appa, who rises from a puddle of water after Katara helped Aang to climb atop his head. Katara still stands beside the large beast while Aang lies on top of his head. Cut to three soldiers, who rise after being knocked down by Aang's water attack and menacingly approach her. Katara takes a step back and slowly and precariously bends a stream of water from the puddle, causing the men to slow down and gasp in surprise. She swings her arms around in an attempt to whip them, however, only succeeds in freezing a channel of water behind her on the deck, encasing Sokka's legs in ice in the process.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"371",371,"Water",1,"The Avatar Returns",2,"Sokka","[Complaining.] Katara!","Katara!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"372",372,"Water",1,"The Avatar Returns",2,"Scene Description","The soldiers resume their approach. Katara turns around, her back facing them and draws another stream of water. She closes her eyes tightly, swings her arms behind her and turns around to see one of the soldiers completely frozen in a casing of ice, his arm extended outward to her, still twitching in effort to grab her. She backs away slowly, but turns around and quickly runs toward Appa. She begins mounting Appa, while Sokka is trying to cut himself free by smashing his icy chains with his boomerang.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"373",373,"Water",1,"The Avatar Returns",2,"Katara","[Urgently.] Hurry up, Sokka!","Hurry up, Sokka!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"374",374,"Water",1,"The Avatar Returns",2,"Sokka","[Muttering to himself, as he uses his boomerang to chip the ice.] I'm just a guy, with a boomerang. [He frees his left foot.] I didn't ask for all this flying and magic! [He manages to break free and races up Appa's tail.] Yip-yip! Yip-yip!","I'm just a guy, with a boomerang.  I didn't ask for all this flying and magic!  Yip-yip! Yip-yip!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"375",375,"Water",1,"The Avatar Returns",2,"Scene Description","Sokka mounts Appa, who grunts and takes flight, flying past the cabin of the ship. Iroh emerges on deck, having just woken up from a nap.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"376",376,"Water",1,"The Avatar Returns",2,"Iroh","[Rubbing eyes and staring up at Appa in surprise.] Duh? Huh?","Duh? Huh?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"377",377,"Water",1,"The Avatar Returns",2,"Scene Description","Cut to Appa, who soars away from the ship, while Iroh helps Zuko, grunting angrily with effort, to heft himself back onto the deck.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"378",378,"Water",1,"The Avatar Returns",2,"Zuko","[Angrily.] Shoot them down!","Shoot them down!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"379",379,"Water",1,"The Avatar Returns",2,"Scene Description","Cut to an overview shot of Appa gaining altitude before switching back to Zuko and Iroh standing on deck. Together, they synchronize a firebending move and fire a powerful blast at the bison. Sokka and Katara stare at the incoming attack in horror, while Aang leaps onto the saddle. He opens the small tail wing of his staff and swings his glider around, using a powerful swipe of air to redirect the fireball into a nearby cliff side. The impact causes an avalanche of snow and ice to begin falling. Cut to Zuko, who looks up in horror at the event, raising one arm protectively. The front of the ship becomes buried in a mass of snow and ice, while Appa climbs higher and higher. Switch to a scene of the trio, who laugh as they escape successfully. Aang waves goodbye as Appa disappears around the cliff.
Switch to an overview shot of the ship with its bow stuck in the ice. Close-up of Zuko, who is seen bending over in rage on the deck with Iroh erecting himself in the background.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"380",380,"Water",1,"The Avatar Returns",2,"Iroh","[Calmly.] Good news for the Fire Lord. The Fire Nation's greatest threat is just a little kid.","Good news for the Fire Lord. The Fire Nation's greatest threat is just a little kid.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"381",381,"Water",1,"The Avatar Returns",2,"Scene Description","Zuko lifts his head and rises while his uncle is speaking.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"382",382,"Water",1,"The Avatar Returns",2,"Zuko","[Holding back rage.] That ""kid"", Uncle, just did this. [Cuts to a shot of the damaged ship, the whole front covered in ice and snow.] I won't underestimate him again. [Yells his order to the soldiers and points at the piles of snow.] Dig the ship out and follow them!","That ""kid"", Uncle, just did this.  I won't underestimate him again.  Dig the ship out and follow them!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"383",383,"Water",1,"The Avatar Returns",2,"Scene Description","Shift to a shot of three Fire Nation soldiers using their firebending to melt the icy encasings coating the three soldiers who were Katara's victims.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"384",384,"Water",1,"The Avatar Returns",2,"Zuko","[Slightly embarrassed.] As soon as you're done with that.","As soon as you're done with that.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"385",385,"Water",1,"The Avatar Returns",2,"Scene Description","Camera closes up on Zuko eyes as he looks up in anger and determination.
The scene changes to an overview shot of the clouds. Cut to a side-view of Appa, who soars lazily in the sky while the sun is beginning to set. Aang is perched on the rim of the saddle, while Sokka and Katara sit at the back of it.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"386",386,"Water",1,"The Avatar Returns",2,"Katara","[Bewildered.] How did you do that?! With the water? It was the most amazing thing I've ever seen!","How did you do that?! With the water? It was the most amazing thing I've ever seen!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"387",387,"Water",1,"The Avatar Returns",2,"Aang","[Quietly, slightly downcast, sitting on the edge of the saddle.] I don't know. I just sort of ... did it.","I don't know. I just sort of ... did it.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"388",388,"Water",1,"The Avatar Returns",2,"Katara","[Curious, but serious.] Why didn't you tell us you were the Avatar?","Why didn't you tell us you were the Avatar?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"389",389,"Water",1,"The Avatar Returns",2,"Aang","Because ... [Turns away slightly; saddened.] I never wanted to be.","Because ...  I never wanted to be.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"390",390,"Water",1,"The Avatar Returns",2,"Scene Description","Cut to a shot of the entire team sitting on Appa's saddle, as a dark cloud passes overhead, shadowing their figures. Cut to a wider shot of Appa flying in the sky, shafts of sunlight streaming through the clouds. Switch back to a closer shot, showing Aang in front, looking downcast over the side with Sokka and Katara in the background.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"391",391,"Water",1,"The Avatar Returns",2,"Katara","But Aang, the world's been waiting for the Avatar to return and finally put an end to this war.","But Aang, the world's been waiting for the Avatar to return and finally put an end to this war.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"392",392,"Water",1,"The Avatar Returns",2,"Aang","[Downcast.] And how am I going to do that?","And how am I going to do that?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"393",393,"Water",1,"The Avatar Returns",2,"Katara","According to legend, you need to first master water, then earth, then fire, right?","According to legend, you need to first master water, then earth, then fire, right?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"394",394,"Water",1,"The Avatar Returns",2,"Aang","[Looking at Katara.] That's what the monks told me.","That's what the monks told me.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"395",395,"Water",1,"The Avatar Returns",2,"Katara","[Brightening a bit.] Well, if we go to the North Pole, you can master waterbending!","Well, if we go to the North Pole, you can master waterbending!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"396",396,"Water",1,"The Avatar Returns",2,"Aang","[Turning to face her, smiling and brightening up completely.] We can learn it together!","We can learn it together!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"397",397,"Water",1,"The Avatar Returns",2,"Katara","[Faces her brother; cheerfully.] And Sokka, I'm sure you'll get to knock some firebender heads on the way.","And Sokka, I'm sure you'll get to knock some firebender heads on the way.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"398",398,"Water",1,"The Avatar Returns",2,"Sokka","[Content.] I'd like that. I'd reeally like that.","I'd like that. I'd reeally like that.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"399",399,"Water",1,"The Avatar Returns",2,"Katara","[Optimistically.] Then we're in this together!","Then we're in this together!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"400",400,"Water",1,"The Avatar Returns",2,"Aang","[Cheerfully, pulling out a rolled up scroll.] All right, but before I learn waterbending, we have some serious business to attend to. [He uses airbending to situate himself onto the saddle and unrolls the scroll, revealing a map of the Avatar World.] Here, here and here.","All right, but before I learn waterbending, we have some serious business to attend to.  Here, here and here.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"401",401,"Water",1,"The Avatar Returns",2,"Scene Description","While stating this, he points to three locations, two in the Earth Kingdom, one in Air Nomad territory.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"402",402,"Water",1,"The Avatar Returns",2,"Katara","[Curiously.] What's there? [Points to one of the locations.]","What's there?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"403",403,"Water",1,"The Avatar Returns",2,"Aang","[Points to the location in Earth Kingdom.] Here, we'll ride the hopping llamas. [Points to the location in Air Nomad territory.] Then waaay over here, we'll surf on the backs of giant koi fish. [Katara and Sokka stare at him in wonder.] Then back over here, we'll ride the hog monkeys. [The siblings glance at each other.] They don't like people riding them, but that's what makes it fun!","Here, we'll ride the hopping llamas.  Then waaay over here, we'll surf on the backs of giant koi fish.  Then back over here, we'll ride the hog monkeys.  They don't like people riding them, but that's what makes it fun!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"404",404,"Water",1,"The Avatar Returns",2,"Scene Description","Close-up of Aang, as he smiles enthusiastically, his eyes widened with excitement. Cut to a wide shot of Appa flying peacefully in the sky, sunbeams breaking through the clouds behind him.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"405",405,"Water",1,"The Avatar Returns",2,"Scene Description","Fade to credits.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"406",406,"Water",1,"The Southern Air Temple",3,"Scene Description","The episode begins with a beautiful sunrise that just peeks above some cliffs. The beams of the morning sun reflect on the water, bathing the whole scene in yellow light. The camera pans to the left, where the group has made camp on the shore. Appa is seen chewing on some grass while the smoke of the nearby campfire rises to the sky. Sokka is lying in a blue sleeping bag next to the fire. The camera zooms in on Aang and Katara atop Appa. Aang sits on the bison's head and is checking the knots that tie the reins to Appa's horns. Katara is sitting on the saddle, fiddling with their luggage.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"407",407,"Water",1,"The Southern Air Temple",3,"Aang","[Excitedly.] Wait 'til you see it, Katara! The Air Temple is one of the most beautiful places in the world!","Wait 'til you see it, Katara! The Air Temple is one of the most beautiful places in the world!","Michael Dante DiMartino","Lauren MacMullan",8.5
"408",408,"Water",1,"The Southern Air Temple",3,"Katara","[Cautiously.] Aang, I know you're excited, [She turns around to face him.] but it's been a hundred years since you've been home.","Aang, I know you're excited,  but it's been a hundred years since you've been home.","Michael Dante DiMartino","Lauren MacMullan",8.5
"409",409,"Water",1,"The Southern Air Temple",3,"Aang","[Smiling broadly.] That's why I'm so excited!","That's why I'm so excited!","Michael Dante DiMartino","Lauren MacMullan",8.5
"410",410,"Water",1,"The Southern Air Temple",3,"Katara","[Cautiously.] It's just that ... a lot can change in all that time.","It's just that ... a lot can change in all that time.","Michael Dante DiMartino","Lauren MacMullan",8.5
"411",411,"Water",1,"The Southern Air Temple",3,"Aang","[Happily.] I know, but I need to see it for myself.","I know, but I need to see it for myself.","Michael Dante DiMartino","Lauren MacMullan",8.5
"412",412,"Water",1,"The Southern Air Temple",3,"Scene Description","Aang jumps off Appa, landing softly due to his airbending. A side-view shows him as he walks over to a snoring Sokka, who is lying in his sleeping bag. The shot changes to a view from next to Sokka's head, looking up at the approaching airbender.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"413",413,"Water",1,"The Southern Air Temple",3,"Aang","[Cheerfully.] Wake up, Sokka! Air Temple, here we come! [Sokka awakens, making groggy noises.]","Wake up, Sokka! Air Temple, here we come!","Michael Dante DiMartino","Lauren MacMullan",8.5
"414",414,"Water",1,"The Southern Air Temple",3,"Sokka","[Grunting sleepily.] Uggh! Sleep now. Temple later.","Uggh! Sleep now. Temple later.","Michael Dante DiMartino","Lauren MacMullan",8.5
"415",415,"Water",1,"The Southern Air Temple",3,"Scene Description","Sokka turns around, showing his back to Aang and falls back asleep, snoring as soon as his eyes close. Close-up of Aang, whose big eyes blink in surprise. He looks discontent with Sokka's attitude, but he quickly smiles mischievously. Aang grabs a small, thin stick.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"416",416,"Water",1,"The Southern Air Temple",3,"Aang","[Alarmed.] Sokka! Wake up! [Aang moves the stick up and down the sleeping bag, only touching Sokka with the tip of it.] There's a prickle snake in your sleeping bag!","Sokka! Wake up!  There's a prickle snake in your sleeping bag!","Michael Dante DiMartino","Lauren MacMullan",8.5
"417",417,"Water",1,"The Southern Air Temple",3,"Sokka","[He lazily opens one eye before yelling out in horror.] Ahh! [He quickly rises and hops around, still inside the sleeping bag.] Get it off! Get it off! [After two hops, Sokka slams flat to the ground.] Ahh!","Ahh!  Get it off! Get it off!  Ahh!","Michael Dante DiMartino","Lauren MacMullan",8.5
"418",418,"Water",1,"The Southern Air Temple",3,"Scene Description","Katara giggles, as Sokka falls over. Close-up of Sokka's angry face.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"419",419,"Water",1,"The Southern Air Temple",3,"Aang","[Happily.] Great! You're awake! Let's go!","Great! You're awake! Let's go!","Michael Dante DiMartino","Lauren MacMullan",8.5
"420",420,"Water",1,"The Southern Air Temple",3,"Scene Description","The scene slowly fades to a harbor, where several Fire Nation ships are lined up next to each other. The camera pans to the left to reveal a smaller ship docked between all the others, identical mastodons. Its walkway is down and the small figures of two persons are seen leaving the ship. Cut to a closer shot of Zuko and Iroh, as they reach the bottom of the walkway.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"421",421,"Water",1,"The Southern Air Temple",3,"Zuko","Uncle, I want the repairs made as quickly as possible. I don't want to stay too long and risk losing his trail.","Uncle, I want the repairs made as quickly as possible. I don't want to stay too long and risk losing his trail.","Michael Dante DiMartino","Lauren MacMullan",8.5
"422",422,"Water",1,"The Southern Air Temple",3,"Iroh","[Disinterested.] You mean the Avatar?","You mean the Avatar?","Michael Dante DiMartino","Lauren MacMullan",8.5
"423",423,"Water",1,"The Southern Air Temple",3,"Zuko","[Turns around sharply to face Iroh, as he slightly backs off.] Don't mention his name on these docks! [Makes some wide arm movements.] Once word gets out that he's alive, every firebender will be out looking for him, and I don't want anyone getting in the way!","Don't mention his name on these docks!  Once word gets out that he's alive, every firebender will be out looking for him, and I don't want anyone getting in the way!","Michael Dante DiMartino","Lauren MacMullan",8.5
"424",424,"Water",1,"The Southern Air Temple",3,"Zhao","[Iroh and Zuko turn, with shocked expressions on their face, toward the camera in the direction the sound came from.] Getting in the way of what, [Close-up of a man with big sideburns dressed in a Fire Nation uniform.] Prince Zuko?","Getting in the way of what,  Prince Zuko?","Michael Dante DiMartino","Lauren MacMullan",8.5
"425",425,"Water",1,"The Southern Air Temple",3,"Scene Description","The man walks over to the duo with his hands held behind his back. Zuko awaits him with his arms crossed with contempt, while Iroh just stares at him.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"426",426,"Water",1,"The Southern Air Temple",3,"Zuko","[With dislike in his voice.] Captain Zhao.","Captain Zhao.","Michael Dante DiMartino","Lauren MacMullan",8.5
"427",427,"Water",1,"The Southern Air Temple",3,"Zhao","[Smirks.] It's commander now. And [Bows slightly in Iroh's direction.] General Iroh. Great hero of our nation.","It's commander now. And  General Iroh. Great hero of our nation.","Michael Dante DiMartino","Lauren MacMullan",8.5
"428",428,"Water",1,"The Southern Air Temple",3,"Iroh","[Bows back.] Retired general.","Retired general.","Michael Dante DiMartino","Lauren MacMullan",8.5
"429",429,"Water",1,"The Southern Air Temple",3,"Zhao","The Fire Lord's brother and son are welcome guests anytime. What brings you to my harbor?","The Fire Lord's brother and son are welcome guests anytime. What brings you to my harbor?","Michael Dante DiMartino","Lauren MacMullan",8.5
"430",430,"Water",1,"The Southern Air Temple",3,"Iroh","Our ship is being repaired.","Our ship is being repaired.","Michael Dante DiMartino","Lauren MacMullan",8.5
"431",431,"Water",1,"The Southern Air Temple",3,"Scene Description","As Iroh gestures toward the ship, the camera moves back to show the severely damaged ship.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"432",432,"Water",1,"The Southern Air Temple",3,"Zhao","That's quite a bit of damage.","That's quite a bit of damage.","Michael Dante DiMartino","Lauren MacMullan",8.5
"433",433,"Water",1,"The Southern Air Temple",3,"Zuko","Yes. [He holds up one finger, while Iroh stares disinterested in front of him.] You wouldn't believe what happened. [He glances at his uncle, and angrily commands him as he gestures at Zhao.] Uncle! Tell Commander Zhao what happened.","Yes.  You wouldn't believe what happened.  Uncle! Tell Commander Zhao what happened.","Michael Dante DiMartino","Lauren MacMullan",8.5
"434",434,"Water",1,"The Southern Air Temple",3,"Iroh","[Iroh's eyes open wide in surprise, as he is addressed by Zuko.] Yes. I will do that. [He happily holds his hand up and relates enthusiastically.] It was incredible! [To Zuko, from the corner of his mouth in a confused tone.] What? Did we crash or something?","Yes. I will do that.  It was incredible!  What? Did we crash or something?","Michael Dante DiMartino","Lauren MacMullan",8.5
"435",435,"Water",1,"The Southern Air Temple",3,"Zuko","[Looks at his uncle uncomfortably.] Yes! Right into ... an Earth Kingdom ship!","Yes! Right into ... an Earth Kingdom ship!","Michael Dante DiMartino","Lauren MacMullan",8.5
"436",436,"Water",1,"The Southern Air Temple",3,"Zhao","[In disbelief.] Really? You must regale me with all of the thrilling details. [Smirks while he gets into Zuko's face.] Join me for a drink?","Really? You must regale me with all of the thrilling details.  Join me for a drink?","Michael Dante DiMartino","Lauren MacMullan",8.5
"437",437,"Water",1,"The Southern Air Temple",3,"Zuko","[He averts his gaze and begins to walk away.] Sorry, but we have to go.","Sorry, but we have to go.","Michael Dante DiMartino","Lauren MacMullan",8.5
"438",438,"Water",1,"The Southern Air Temple",3,"Scene Description","Zhao smiles evilly at him as he starts to walk away, but after a few steps, Iroh place his hand on his shoulder to hold him back.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"439",439,"Water",1,"The Southern Air Temple",3,"Iroh","Prince Zuko, show Commander Zhao your respect. [Removes his hand from Zuko's shoulder as he faces Zhao while Zuko just slants his eyes.] We would be honored to join you. Do you have any ginseng tea? It's my favorite.","Prince Zuko, show Commander Zhao your respect.  We would be honored to join you. Do you have any ginseng tea? It's my favorite.","Michael Dante DiMartino","Lauren MacMullan",8.5
"440",440,"Water",1,"The Southern Air Temple",3,"Scene Description","Iroh and Zhao walk off screen. Zuko grunts in anger upon hearing Iroh's tea comment. He growls angrily and firebends a small arc out of annoyance as he turns to walk after them.
The scene cuts to Appa, who is flying above the clouds in the Patola Mountain range. A closer shot reveals Aang and Katara sitting atop Appa's head, and Sokka is back in the saddle. Switch to a close-up of him clutching his stomach at it growls. Close-up of his face, with a look of dismay all over it.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
